Table 1,Offender Count,Ethnicity,Age Group,Police District
1 Age Ethnicity Boundary,5,Asian,35-39,Waitemata
1 Age Ethnicity Boundary,1,Asian,35-39,Waitemata
1 Age Ethnicity Boundary,1,Asian,35-39,Waitemata
1 Age Ethnicity Boundary,1,Asian,35-39,Waitemata
1 Age Ethnicity Boundary,1,Asian,35-39,Waitemata
1 Age Ethnicity Boundary,1,Asian,40-44,Waitemata
1 Age Ethnicity Boundary,1,Asian,45-49,Waitemata
1 Age Ethnicity Boundary,2,Asian,50-54,Waitemata
1 Age Ethnicity Boundary,1,Asian,50-54,Waitemata
1 Age Ethnicity Boundary,1,Asian,20-24,Waitemata
1 Age Ethnicity Boundary,1,Asian,30-34,Waitemata
1 Age Ethnicity Boundary,1,Asian,35-39,Waitemata
1 Age Ethnicity Boundary,1,Asian,30-34,Waitemata
1 Age Ethnicity Boundary,1,Asian,40-44,Waitemata
1 Age Ethnicity Boundary,1,Asian,45-49,Waitemata
1 Age Ethnicity Boundary,2,Asian,50-54,Waitemata
1 Age Ethnicity Boundary,1,Asian,50-54,Waitemata
1 Age Ethnicity Boundary,1,Asian,35-39,Waitemata
1 Age Ethnicity Boundary,1,Asian,45-49,Waitemata
1 Age Ethnicity Boundary,1,Asian,25-29,Waitemata
1 Age Ethnicity Boundary,1,Asian,15-19,Waitemata
1 Age Ethnicity Boundary,1,Asian,20-24,Waitemata
1 Age Ethnicity Boundary,1,Asian,20-24,Waitemata
1 Age Ethnicity Boundary,3,Asian,20-24,Waitemata
1 Age Ethnicity Boundary,1,Asian,25-29,Waitemata
1 Age Ethnicity Boundary,1,Asian,25-29,Waitemata
1 Age Ethnicity Boundary,5,Asian,25-29,Waitemata
1 Age Ethnicity Boundary,2,Asian,25-29,Waitemata
1 Age Ethnicity Boundary,3,Asian,25-29,Waitemata
1 Age Ethnicity Boundary,1,Asian,30-34,Waitemata
1 Age Ethnicity Boundary,14,Asian,30-34,Waitemata
1 Age Ethnicity Boundary,1,Asian,30-34,Waitemata
1 Age Ethnicity Boundary,3,Asian,30-34,Waitemata
1 Age Ethnicity Boundary,1,Asian,35-39,Waitemata
1 Age Ethnicity Boundary,1,Asian,35-39,Waitemata
1 Age Ethnicity Boundary,5,Asian,35-39,Waitemata
1 Age Ethnicity Boundary,1,Asian,35-39,Waitemata
1 Age Ethnicity Boundary,2,Asian,35-39,Waitemata
1 Age Ethnicity Boundary,1,Asian,35-39,Waitemata
1 Age Ethnicity Boundary,2,Asian,35-39,Waitemata
1 Age Ethnicity Boundary,2,Asian,40-44,Waitemata
1 Age Ethnicity Boundary,1,Asian,40-44,Waitemata
1 Age Ethnicity Boundary,2,Asian,40-44,Waitemata
1 Age Ethnicity Boundary,10,Asian,40-44,Waitemata
1 Age Ethnicity Boundary,1,Asian,40-44,Waitemata
1 Age Ethnicity Boundary,1,Asian,40-44,Waitemata
1 Age Ethnicity Boundary,3,Asian,40-44,Waitemata
1 Age Ethnicity Boundary,3,Asian,40-44,Waitemata
1 Age Ethnicity Boundary,1,Asian,45-49,Waitemata
1 Age Ethnicity Boundary,3,Asian,45-49,Waitemata
1 Age Ethnicity Boundary,2,Asian,45-49,Waitemata
1 Age Ethnicity Boundary,1,Asian,45-49,Waitemata
1 Age Ethnicity Boundary,2,Asian,50-54,Waitemata
1 Age Ethnicity Boundary,2,Asian,50-54,Waitemata
1 Age Ethnicity Boundary,3,Asian,55-59,Waitemata
1 Age Ethnicity Boundary,2,Asian,55-59,Waitemata
1 Age Ethnicity Boundary,1,Asian,60-64,Waitemata
1 Age Ethnicity Boundary,1,Asian,65-69,Waitemata
1 Age Ethnicity Boundary,1,Asian,35-39,Wellington
1 Age Ethnicity Boundary,1,Asian,25-29,Wellington
1 Age Ethnicity Boundary,1,Asian,25-29,Wellington
1 Age Ethnicity Boundary,1,Asian,35-39,Wellington
1 Age Ethnicity Boundary,1,Asian,45-49,Wellington
1 Age Ethnicity Boundary,1,Asian,45-49,Wellington
1 Age Ethnicity Boundary,1,Asian,35-39,Wellington
1 Age Ethnicity Boundary,1,Asian,60-64,Wellington
1 Age Ethnicity Boundary,1,Asian,45-49,Wellington
1 Age Ethnicity Boundary,1,Asian,45-49,Wellington
1 Age Ethnicity Boundary,1,Asian,20-24,Wellington
1 Age Ethnicity Boundary,1,European,20-24,Auckland City
1 Age Ethnicity Boundary,2,European,25-29,Auckland City
1 Age Ethnicity Boundary,1,European,30-34,Auckland City
1 Age Ethnicity Boundary,1,European,30-34,Auckland City
1 Age Ethnicity Boundary,1,European,30-34,Auckland City
1 Age Ethnicity Boundary,1,European,30-34,Auckland City
1 Age Ethnicity Boundary,2,European,35-39,Auckland City
1 Age Ethnicity Boundary,3,European,35-39,Auckland City
1 Age Ethnicity Boundary,1,European,35-39,Auckland City
1 Age Ethnicity Boundary,1,European,35-39,Auckland City
1 Age Ethnicity Boundary,1,European,40-44,Auckland City
1 Age Ethnicity Boundary,1,European,40-44,Auckland City
1 Age Ethnicity Boundary,2,European,40-44,Auckland City
1 Age Ethnicity Boundary,1,European,50-54,Auckland City
1 Age Ethnicity Boundary,1,European,50-54,Auckland City
1 Age Ethnicity Boundary,1,European,60-64,Auckland City
1 Age Ethnicity Boundary,1,European,15-19,Auckland City
1 Age Ethnicity Boundary,1,European,15-19,Auckland City
1 Age Ethnicity Boundary,1,European,15-19,Auckland City
1 Age Ethnicity Boundary,1,European,20-24,Auckland City
1 Age Ethnicity Boundary,2,European,20-24,Auckland City
1 Age Ethnicity Boundary,1,European,20-24,Auckland City
1 Age Ethnicity Boundary,2,European,25-29,Auckland City
1 Age Ethnicity Boundary,2,European,25-29,Auckland City
1 Age Ethnicity Boundary,1,European,25-29,Auckland City
1 Age Ethnicity Boundary,1,European,25-29,Auckland City
1 Age Ethnicity Boundary,1,European,25-29,Auckland City
1 Age Ethnicity Boundary,1,European,30-34,Auckland City
1 Age Ethnicity Boundary,1,European,30-34,Auckland City
1 Age Ethnicity Boundary,1,European,30-34,Auckland City
1 Age Ethnicity Boundary,1,European,30-34,Auckland City
1 Age Ethnicity Boundary,2,European,30-34,Auckland City
1 Age Ethnicity Boundary,2,European,30-34,Auckland City
1 Age Ethnicity Boundary,2,European,35-39,Auckland City
1 Age Ethnicity Boundary,1,European,35-39,Auckland City
1 Age Ethnicity Boundary,1,European,35-39,Auckland City
1 Age Ethnicity Boundary,1,European,35-39,Auckland City
1 Age Ethnicity Boundary,1,Maori,30-34,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,10-14,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,10-14,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,15-19,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,35-39,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,25-29,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,30-34,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,35-39,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,35-39,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,45-49,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,20-24,Canterbury
1 Age Ethnicity Boundary,1,Maori,35-39,Canterbury
1 Age Ethnicity Boundary,1,Maori,30-34,Canterbury
1 Age Ethnicity Boundary,1,Maori,25-29,Canterbury
1 Age Ethnicity Boundary,1,Maori,10-14,Canterbury
1 Age Ethnicity Boundary,1,Maori,15-19,Canterbury
1 Age Ethnicity Boundary,1,Maori,30-34,Canterbury
1 Age Ethnicity Boundary,1,Maori,15-19,Central
1 Age Ethnicity Boundary,1,Maori,40-44,Central
1 Age Ethnicity Boundary,1,Maori,15-19,Central
1 Age Ethnicity Boundary,1,Maori,25-29,Central
1 Age Ethnicity Boundary,1,Maori,25-29,Central
1 Age Ethnicity Boundary,1,Maori,30-34,Central
1 Age Ethnicity Boundary,1,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,25-29,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,10-14,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,10-14,Counties/Manukau
1 Age Ethnicity Boundary,3,Maori,10-14,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,5,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,30-34,Eastern
1 Age Ethnicity Boundary,1,Maori,40-44,Eastern
1 Age Ethnicity Boundary,1,Maori,25-29,Eastern
1 Age Ethnicity Boundary,1,Maori,50-54,Eastern
1 Age Ethnicity Boundary,1,Maori,25-29,Eastern
1 Age Ethnicity Boundary,1,Maori,45-49,Eastern
1 Age Ethnicity Boundary,1,Maori,40-44,Eastern
1 Age Ethnicity Boundary,1,Maori,10-14,Eastern
1 Age Ethnicity Boundary,1,Maori,10-14,Eastern
1 Age Ethnicity Boundary,1,Maori,15-19,Eastern
1 Age Ethnicity Boundary,1,Maori,25-29,Eastern
1 Age Ethnicity Boundary,1,Maori,25-29,Eastern
1 Age Ethnicity Boundary,1,Maori,30-34,Eastern
1 Age Ethnicity Boundary,1,Maori,30-34,Eastern
1 Age Ethnicity Boundary,1,Maori,25-29,Eastern
1 Age Ethnicity Boundary,1,Maori,15-19,Northland
1 Age Ethnicity Boundary,1,Maori,10-14,Northland
1 Age Ethnicity Boundary,3,Maori,15-19,Northland
1 Age Ethnicity Boundary,2,Maori,15-19,Northland
1 Age Ethnicity Boundary,1,Maori,55-59,Southern
1 Age Ethnicity Boundary,1,Maori,35-39,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,55-59,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,3,Maori,10-14,Waikato
1 Age Ethnicity Boundary,2,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,4,Maori,45-49,Eastern
1 Age Ethnicity Boundary,1,Maori,15-19,Northland
1 Age Ethnicity Boundary,1,Maori,20-24,Northland
1 Age Ethnicity Boundary,2,Maori,20-24,Northland
1 Age Ethnicity Boundary,1,Maori,25-29,Northland
1 Age Ethnicity Boundary,1,Maori,25-29,Northland
1 Age Ethnicity Boundary,3,Maori,25-29,Northland
1 Age Ethnicity Boundary,1,Maori,30-34,Northland
1 Age Ethnicity Boundary,2,Maori,35-39,Northland
1 Age Ethnicity Boundary,2,Maori,35-39,Northland
1 Age Ethnicity Boundary,1,Maori,40-44,Northland
1 Age Ethnicity Boundary,1,Maori,45-49,Northland
1 Age Ethnicity Boundary,2,Maori,45-49,Northland
1 Age Ethnicity Boundary,1,Maori,50-54,Northland
1 Age Ethnicity Boundary,1,Maori,55-59,Northland
1 Age Ethnicity Boundary,1,Maori,55-59,Northland
1 Age Ethnicity Boundary,1,Maori,15-19,Northland
1 Age Ethnicity Boundary,1,Maori,15-19,Northland
1 Age Ethnicity Boundary,2,Maori,15-19,Northland
1 Age Ethnicity Boundary,3,Maori,15-19,Northland
1 Age Ethnicity Boundary,1,Maori,20-24,Northland
1 Age Ethnicity Boundary,3,Maori,20-24,Northland
1 Age Ethnicity Boundary,1,Maori,20-24,Northland
1 Age Ethnicity Boundary,7,Maori,20-24,Northland
1 Age Ethnicity Boundary,2,Maori,25-29,Northland
1 Age Ethnicity Boundary,3,Maori,25-29,Northland
1 Age Ethnicity Boundary,3,Maori,25-29,Northland
1 Age Ethnicity Boundary,4,Maori,25-29,Northland
1 Age Ethnicity Boundary,1,Pacific Island,35-39,Eastern
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Eastern
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Eastern
1 Age Ethnicity Boundary,1,Pacific Island,40-44,Eastern
1 Age Ethnicity Boundary,1,Pacific Island,45-49,Eastern
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Eastern
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Eastern
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Eastern
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Eastern
1 Age Ethnicity Boundary,1,Pacific Island,20-24,Eastern
1 Age Ethnicity Boundary,1,Pacific Island,35-39,Eastern
1 Age Ethnicity Boundary,1,Pacific Island,20-24,Eastern
1 Age Ethnicity Boundary,3,Pacific Island,20-24,Eastern
1 Age Ethnicity Boundary,3,Pacific Island,25-29,Eastern
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Eastern
1 Age Ethnicity Boundary,1,Pacific Island,40-44,Eastern
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Northland
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Northland
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Northland
1 Age Ethnicity Boundary,1,Pacific Island,50-54,Northland
1 Age Ethnicity Boundary,1,Pacific Island,50-54,Northland
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Northland
1 Age Ethnicity Boundary,1,Pacific Island,45-49,Northland
1 Age Ethnicity Boundary,1,Pacific Island,35-39,Northland
1 Age Ethnicity Boundary,1,Pacific Island,35-39,Northland
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Northland
1 Age Ethnicity Boundary,1,Pacific Island,15-19,Southern
1 Age Ethnicity Boundary,1,Pacific Island,20-24,Southern
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Southern
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Southern
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Southern
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Southern
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Southern
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Southern
1 Age Ethnicity Boundary,1,Pacific Island,40-44,Southern
1 Age Ethnicity Boundary,1,Pacific Island,20-24,Southern
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Southern
1 Age Ethnicity Boundary,1,Pacific Island,35-39,Southern
1 Age Ethnicity Boundary,1,Pacific Island,20-24,Southern
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Southern
1 Age Ethnicity Boundary,1,Pacific Island,20-24,Southern
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Southern
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Southern
1 Age Ethnicity Boundary,1,Pacific Island,65-69,Southern
1 Age Ethnicity Boundary,1,Pacific Island,15-19,Southern
1 Age Ethnicity Boundary,1,Pacific Island,15-19,Southern
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Southern
1 Age Ethnicity Boundary,1,Pacific Island,15-19,Tasman
1 Age Ethnicity Boundary,1,Pacific Island,20-24,Tasman
1 Age Ethnicity Boundary,1,Pacific Island,20-24,Tasman
1 Age Ethnicity Boundary,1,Pacific Island,20-24,Tasman
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Tasman
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Tasman
1 Age Ethnicity Boundary,1,Pacific Island,45-49,Tasman
1 Age Ethnicity Boundary,1,Pacific Island,50-54,Tasman
1 Age Ethnicity Boundary,1,Pacific Island,50-54,Tasman
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Tasman
1 Age Ethnicity Boundary,1,Pacific Island,20-24,Tasman
1 Age Ethnicity Boundary,1,Pacific Island,40-44,Tasman
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Tasman
1 Age Ethnicity Boundary,2,Pacific Island,35-39,Tasman
1 Age Ethnicity Boundary,1,Pacific Island,20-24,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,40-44,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,35-39,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,35-39,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,40-44,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,40-44,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,45-49,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,20-24,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,45-49,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Waikato
1 Age Ethnicity Boundary,2,Pacific Island,30-34,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,20-24,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,15-19,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,15-19,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,20-24,Waikato
1 Age Ethnicity Boundary,2,Pacific Island,20-24,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,25-29,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,35-39,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,35-39,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,40-44,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,55-59,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,35-39,Waikato
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Waitemata
1 Age Ethnicity Boundary,1,European,20-24,Bay Of Plenty
1 Age Ethnicity Boundary,1,European,25-29,Bay Of Plenty
1 Age Ethnicity Boundary,1,European,25-29,Bay Of Plenty
1 Age Ethnicity Boundary,1,European,30-34,Bay Of Plenty
1 Age Ethnicity Boundary,2,European,30-34,Bay Of Plenty
1 Age Ethnicity Boundary,1,European,35-39,Bay Of Plenty
1 Age Ethnicity Boundary,2,European,35-39,Bay Of Plenty
1 Age Ethnicity Boundary,1,European,35-39,Bay Of Plenty
1 Age Ethnicity Boundary,2,European,40-44,Bay Of Plenty
1 Age Ethnicity Boundary,2,European,40-44,Bay Of Plenty
1 Age Ethnicity Boundary,1,European,45-49,Bay Of Plenty
1 Age Ethnicity Boundary,1,European,50-54,Bay Of Plenty
1 Age Ethnicity Boundary,1,European,50-54,Bay Of Plenty
1 Age Ethnicity Boundary,2,European,50-54,Bay Of Plenty
1 Age Ethnicity Boundary,1,European,60-64,Bay Of Plenty
1 Age Ethnicity Boundary,1,European,65-69,Bay Of Plenty
1 Age Ethnicity Boundary,1,European,25-29,Central
1 Age Ethnicity Boundary,1,European,30-34,Central
1 Age Ethnicity Boundary,1,European,35-39,Central
1 Age Ethnicity Boundary,1,European,40-44,Central
1 Age Ethnicity Boundary,1,European,45-49,Central
1 Age Ethnicity Boundary,1,European,20-24,Waikato
1 Age Ethnicity Boundary,1,European,25-29,Waikato
1 Age Ethnicity Boundary,1,European,25-29,Waikato
1 Age Ethnicity Boundary,3,European,30-34,Waikato
1 Age Ethnicity Boundary,2,European,30-34,Waikato
1 Age Ethnicity Boundary,1,European,35-39,Waikato
1 Age Ethnicity Boundary,1,European,50-54,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,20-24,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,20-24,Bay Of Plenty
1 Age Ethnicity Boundary,2,Maori,25-29,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,25-29,Bay Of Plenty
1 Age Ethnicity Boundary,2,Maori,25-29,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,30-34,Bay Of Plenty
1 Age Ethnicity Boundary,3,Maori,30-34,Bay Of Plenty
1 Age Ethnicity Boundary,3,Maori,30-34,Bay Of Plenty
1 Age Ethnicity Boundary,2,Maori,35-39,Bay Of Plenty
1 Age Ethnicity Boundary,4,Maori,35-39,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,40-44,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,40-44,Bay Of Plenty
1 Age Ethnicity Boundary,2,Maori,40-44,Bay Of Plenty
1 Age Ethnicity Boundary,4,Maori,40-44,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,45-49,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,45-49,Bay Of Plenty
1 Age Ethnicity Boundary,1,Maori,50-54,Bay Of Plenty
1 Age Ethnicity Boundary,3,Maori,25-29,Central
1 Age Ethnicity Boundary,3,Maori,25-29,Central
1 Age Ethnicity Boundary,1,Maori,30-34,Central
1 Age Ethnicity Boundary,2,Maori,35-39,Central
1 Age Ethnicity Boundary,3,Maori,45-49,Central
1 Age Ethnicity Boundary,1,Maori,50-54,Central
1 Age Ethnicity Boundary,1,Maori,20-24,Waikato
1 Age Ethnicity Boundary,2,Maori,25-29,Waikato
1 Age Ethnicity Boundary,1,Maori,25-29,Waikato
1 Age Ethnicity Boundary,1,Maori,30-34,Waikato
1 Age Ethnicity Boundary,2,Maori,30-34,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,1,Maori,45-49,Waikato
1 Age Ethnicity Boundary,1,Maori,45-49,Waikato
1 Age Ethnicity Boundary,1,Maori,55-59,Waikato
1 Age Ethnicity Boundary,1,Not Stated,20-24,Bay Of Plenty
1 Age Ethnicity Boundary,1,Not Stated,25-29,Bay Of Plenty
1 Age Ethnicity Boundary,1,Not Stated,30-34,Bay Of Plenty
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Bay Of Plenty
1 Age Ethnicity Boundary,1,Pacific Island,30-34,Bay Of Plenty
1 Age Ethnicity Boundary,1,Pacific Island,35-39,Bay Of Plenty
1 Age Ethnicity Boundary,1,Pacific Island,35-39,Bay Of Plenty
1 Age Ethnicity Boundary,1,European,15-19,Tasman
1 Age Ethnicity Boundary,1,European,20-24,Tasman
1 Age Ethnicity Boundary,1,European,35-39,Tasman
1 Age Ethnicity Boundary,1,European,40-44,Tasman
1 Age Ethnicity Boundary,1,European,50-54,Tasman
1 Age Ethnicity Boundary,1,European,55-59,Tasman
1 Age Ethnicity Boundary,3,European,10-14,Tasman
1 Age Ethnicity Boundary,1,European,15-19,Tasman
1 Age Ethnicity Boundary,1,European,15-19,Tasman
1 Age Ethnicity Boundary,1,European,15-19,Tasman
1 Age Ethnicity Boundary,1,European,20-24,Tasman
1 Age Ethnicity Boundary,1,European,45-49,Tasman
1 Age Ethnicity Boundary,2,European,50-54,Tasman
1 Age Ethnicity Boundary,1,European,50-54,Tasman
1 Age Ethnicity Boundary,1,European,15-19,Tasman
1 Age Ethnicity Boundary,2,European,15-19,Tasman
1 Age Ethnicity Boundary,1,European,20-24,Waikato
1 Age Ethnicity Boundary,1,European,45-49,Waikato
1 Age Ethnicity Boundary,1,European,65-69,Waikato
1 Age Ethnicity Boundary,1,European,15-19,Waikato
1 Age Ethnicity Boundary,1,European,20-24,Waikato
1 Age Ethnicity Boundary,1,European,25-29,Waikato
1 Age Ethnicity Boundary,1,European,30-34,Waikato
1 Age Ethnicity Boundary,1,European,30-34,Waikato
1 Age Ethnicity Boundary,1,European,30-34,Waikato
1 Age Ethnicity Boundary,1,European,35-39,Waikato
1 Age Ethnicity Boundary,1,European,30-34,Tasman
1 Age Ethnicity Boundary,2,European,30-34,Tasman
1 Age Ethnicity Boundary,1,European,30-34,Tasman
1 Age Ethnicity Boundary,1,European,35-39,Tasman
1 Age Ethnicity Boundary,1,European,40-44,Tasman
1 Age Ethnicity Boundary,1,European,45-49,Tasman
1 Age Ethnicity Boundary,1,European,45-49,Tasman
1 Age Ethnicity Boundary,2,European,45-49,Tasman
1 Age Ethnicity Boundary,1,European,50-54,Tasman
1 Age Ethnicity Boundary,1,European,50-54,Tasman
1 Age Ethnicity Boundary,3,European,50-54,Tasman
1 Age Ethnicity Boundary,1,European,50-54,Tasman
1 Age Ethnicity Boundary,3,European,50-54,Tasman
1 Age Ethnicity Boundary,1,European,50-54,Tasman
1 Age Ethnicity Boundary,1,European,55-59,Tasman
1 Age Ethnicity Boundary,1,European,55-59,Tasman
1 Age Ethnicity Boundary,1,European,55-59,Tasman
1 Age Ethnicity Boundary,1,European,60-64,Tasman
1 Age Ethnicity Boundary,1,European,60-64,Tasman
1 Age Ethnicity Boundary,1,European,65-69,Tasman
1 Age Ethnicity Boundary,2,European,65-69,Tasman
1 Age Ethnicity Boundary,1,European,70-74,Tasman
1 Age Ethnicity Boundary,2,European,10-14,Tasman
1 Age Ethnicity Boundary,2,European,10-14,Tasman
1 Age Ethnicity Boundary,2,European,10-14,Tasman
1 Age Ethnicity Boundary,1,European,15-19,Tasman
1 Age Ethnicity Boundary,2,European,15-19,Tasman
1 Age Ethnicity Boundary,1,European,20-24,Tasman
1 Age Ethnicity Boundary,1,European,25-29,Tasman
1 Age Ethnicity Boundary,3,European,25-29,Tasman
1 Age Ethnicity Boundary,1,European,25-29,Tasman
1 Age Ethnicity Boundary,1,European,30-34,Tasman
1 Age Ethnicity Boundary,1,European,35-39,Tasman
1 Age Ethnicity Boundary,3,European,40-44,Tasman
1 Age Ethnicity Boundary,2,European,45-49,Tasman
1 Age Ethnicity Boundary,2,European,50-54,Tasman
1 Age Ethnicity Boundary,1,European,55-59,Tasman
1 Age Ethnicity Boundary,1,European,15-19,Tasman
1 Age Ethnicity Boundary,1,European,15-19,Tasman
1 Age Ethnicity Boundary,1,European,20-24,Tasman
1 Age Ethnicity Boundary,2,European,20-24,Tasman
1 Age Ethnicity Boundary,1,European,25-29,Tasman
